project;year;institution;info;context
Dealing with Consumer Uncertainty: Online Consumer Reviews and What makes them helpful?;2021 - 2022;Hacettepe University;Scrapped Product Reviews Data from BestBuy and IMDb and analyzed consumer's information acquiring process with Tobit Regression;Master's Thesis
